name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LG1	-66.0	-35.0	-15.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-66.4469	-35.1241	-20.2352
LG2	-63.0	-32.0	-5.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-63.6268	-32.8207	-8.35444
LG3	-60.0	-28.0	4.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	-60.6636	-29.4731	3.27711
LG4	-58.0	-26.0	15.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 41_42	Gray Matter	-58.9418	-27.0366	15.0629
LG5	-55.0	-22.0	25.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-55.9309	-23.9593	25.5348
LG6	-50.0	-19.0	34.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-50.7236	-21.1484	36.1967
LG7	-44.0	-15.0	43.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-44.7763	-17.6302	45.4971
LG8	-38.0	-12.0	51.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-38.4231	-15.2228	55.0942
LG9	-63.0	-45.0	-13.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 20	Gray Matter	-63.367	-45.8478	-18.6475
LG10	-62.0	-42.0	-3.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-62.791	-43.0077	-5.79703
LG11	-60.0	-39.0	7.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 22	Gray Matter	-61.0693	-40.5712	5.9888
LG12	-57.0	-36.0	17.0	-999	LG	L	grid	Sub-lobar	Insula	Brodmann area 13	Gray Matter	-58.0585	-37.4939	16.4607
LG13	-54.0	-32.0	26.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-55.0478	-34.4166	26.9326
LG14	-49.0	-28.0	37.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-49.8162	-30.8133	38.6294
LG15	-44.0	-26.0	46.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-44.1554	-29.3836	48.4283
LG16	-37.0	-23.0	53.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-37.6115	-26.2023	56.6167
LG17	-59.0	-55.0	-10.0	-999	LG	L	grid	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 37	Gray Matter	-59.2122	-55.642	-14.7704
LG18	-59.0	-53.0	-1.0	-999	LG	L	grid	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 37	Gray Matter	-59.7829	-54.2535	-4.08477
LG19	-58.0	-49.0	9.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	-59.0162	-50.6396	7.35692
LG20	-57.0	-46.0	20.0	-999	LG	L	grid	Temporal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter	-57.2944	-48.203	19.1427
LG21	-55.0	-43.0	30.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-55.5253	-46.0367	29.769
LG22	-50.0	-39.0	40.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-50.2221	-41.9113	41.3411
LG23	-44.0	-36.0	49.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-44.418	-39.4373	50.8908
