name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LFP1	-7.0	71.0	-14.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-7.26739	73.4468	-12.1718
LFP2	-8.0	74.0	-4.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-7.79794	76.48	-0.143518
LFP3	-7.0	75.0	7.0	-999	LFP	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter	-7.24676	76.3485	12.0565
LFP4	-6.0	77.0	17.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-6.23587	78.3588	22.8139
LFP5	-8.0	66.0	27.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-8.05468	66.6055	32.5207
LFP6	-10.0	58.0	36.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-9.64694	58.3347	41.9162
LFP7	-13.0	50.0	43.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-12.8474	48.9881	49.093
LFP8	-16.0	41.0	46.0	-999	LFP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-16.2944	39.3449	52.645
LFC1	-8.0	63.0	-21.0	-999	LFC	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-8.37818	65.6909	-21.2156
LFC2	-19.0	65.0	-17.0	-999	LFC	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-19.4082	67.7312	-16.7656
LFC3	-30.0	65.0	-12.0	-999	LFC	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-30.3115	67.5084	-10.9133
LFC4	-38.0	63.0	-6.0	-999	LFC	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-38.6071	65.0975	-3.87873
