name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RFA1	14.0	73.0	-10.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	13.8005	75.4042	-7.12946
RFA2	18.0	72.0	0.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	18.1043	74.4518	4.33384
RFA3	20.0	70.0	10.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	20.4276	71.2447	14.6597
RFA4	21.0	64.0	19.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	20.813	65.2615	23.8472
RFA5	21.0	58.0	28.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	21.2409	58.7568	33.034
RFA6	20.0	51.0	35.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	20.6838	51.1404	41.0772
RFA7	20.0	46.0	45.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	19.982	45.0364	51.0388
RFB1	1.0	-63.0	55.0	-999	RFB	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	1.35255	-67.6864	56.8127
RFB2	2.0	-52.0	54.0	-999	RFB	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	1.5503	-56.6059	55.6722
RFB3	2.0	-42.0	53.0	-999	RFB	R	strip	Frontal Lobe	Paracentral Lobule	Brodmann area 1_2_3_5	Gray Matter	1.78029	-46.0776	55.6805
RFB5	1.0	-21.0	52.0	-999	RFB	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	1.11735	-24.5999	55.7056
RFB6	1.0	-11.0	52.0	-999	RFB	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	1.3048	-13.5503	55.7147
RFB7	0.0	0.0	51.0	-999	RFB	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	0.454399	-3.12213	55.7307
RFB8	2.0	10.0	50.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	1.73254	8.05851	54.5827
RFC1	36.0	-46.0	63.0	-999	RFC	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter	36.3151	-50.5049	65.7751
RFC2	33.0	-41.0	70.0	-999	RFC	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	33.6572	-45.7077	73.8451
RFC3	30.0	-30.0	71.0	-999	RFC	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	30.5931	-34.9891	75.0266
RFC4	30.0	-20.0	72.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	30.8025	-24.5229	77.334
RFC5	29.0	-10.0	71.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	28.8395	-13.6424	76.2088
RFC6	27.0	0.0	68.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	26.9294	-3.25233	73.9334
RFC7	25.0	10.0	63.0	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	25.0822	6.67823	69.358
RFC8	22.0	18.0	59.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	22.1972	15.9874	64.7893
RFD1	22.0	-39.0	73.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	22.5673	-43.6725	77.3748
RFD2	29.0	-31.0	71.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	29.5128	-35.0891	75.0342
RFD3	35.0	-23.0	67.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	35.4307	-27.0963	71.5511
RFD4	41.0	-15.0	63.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	41.8887	-19.0535	68.064
RFD5	46.0	-7.0	57.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	46.7146	-10.5463	61.1406
RFD6	48.0	0.0	49.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	48.3521	-2.82978	53.0897
