onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	experiment	session	subject
0.0	0.0	5933055	B	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
0.0	195.092	5933055	SESS_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
195.092	0.016	6128141	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
195.108	1.6	6128157	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
198.064	1.6	6131113	WORD	n/a	wordpools/wordpool_EN.txt	PIG	1	1	pyFR	1	TJ024
200.785	1.6	6133833	WORD	n/a	wordpools/wordpool_EN.txt	SNOW	2	1	pyFR	1	TJ024
203.607	1.6	6136655	WORD	n/a	wordpools/wordpool_EN.txt	CAVE	3	1	pyFR	1	TJ024
206.245	1.6	6139293	WORD	n/a	wordpools/wordpool_EN.txt	BAND	4	1	pyFR	1	TJ024
208.985	1.6	6142033	WORD	n/a	wordpools/wordpool_EN.txt	SNAKE	5	1	pyFR	1	TJ024
211.655	1.6	6144703	WORD	n/a	wordpools/wordpool_EN.txt	GIRL	6	1	pyFR	1	TJ024
214.21	1.6	6147258	WORD	n/a	wordpools/wordpool_EN.txt	CROW	7	1	pyFR	1	TJ024
216.931	1.6	6149979	WORD	n/a	wordpools/wordpool_EN.txt	LAWN	8	1	pyFR	1	TJ024
219.653	1.6	6152701	WORD	n/a	wordpools/wordpool_EN.txt	HOLE	9	1	pyFR	1	TJ024
222.224	1.6	6155272	WORD	n/a	wordpools/wordpool_EN.txt	PIT	10	1	pyFR	1	TJ024
224.997	1.6	6158045	WORD	n/a	wordpools/wordpool_EN.txt	BRICK	11	1	pyFR	1	TJ024
227.718	1.6	6160765	WORD	n/a	wordpools/wordpool_EN.txt	TOOTH	12	1	pyFR	1	TJ024
230.172	1.6	6163219	WORD	n/a	wordpools/wordpool_EN.txt	POLE	13	1	pyFR	1	TJ024
232.76	1.6	6165807	WORD	n/a	wordpools/wordpool_EN.txt	FLEA	14	1	pyFR	1	TJ024
235.215	1.6	6168262	WORD	n/a	wordpools/wordpool_EN.txt	FOOD	15	1	pyFR	1	TJ024
261.064	0.72	6194110	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
261.784	1.0	6194830	REC_WORD	0.72	n/a	<>	-999	1	pyFR	1	TJ024
262.784	1.0	6195830	REC_WORD	1.72	n/a	<>	-999	1	pyFR	1	TJ024
263.784	1.701	6196830	REC_WORD	2.72	n/a	<>	-999	1	pyFR	1	TJ024
265.485	0.284	6198531	REC_WORD	4.421	n/a	<>	-999	1	pyFR	1	TJ024
265.769	0.509	6198815	REC_WORD	4.705	n/a	PIG	-999	1	pyFR	1	TJ024
266.278	1.404	6199324	REC_WORD	5.214	n/a	CAVE	-999	1	pyFR	1	TJ024
267.682	3.472	6200728	REC_WORD	6.618	n/a	BRICK	-999	1	pyFR	1	TJ024
271.154	2.511	6204200	REC_WORD	10.09	n/a	<>	-999	1	pyFR	1	TJ024
273.665	7.478	6206711	REC_WORD	12.601	n/a	FLEA	-999	1	pyFR	1	TJ024
281.143	3.326	6214189	REC_WORD	20.079	n/a	TOOTH	-999	1	pyFR	1	TJ024
284.469	24.198	6217515	REC_WORD	23.405	n/a	SNOW	-999	1	pyFR	1	TJ024
308.667	0.016	6241712	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
308.683	1.6	6241728	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
311.689	1.6	6244734	WORD	n/a	wordpools/wordpool_EN.txt	TENT	1	2	pyFR	1	TJ024
314.16	1.6	6247205	WORD	n/a	wordpools/wordpool_EN.txt	HAT	2	2	pyFR	1	TJ024
316.648	1.6	6249692	WORD	n/a	wordpools/wordpool_EN.txt	CLIFF	3	2	pyFR	1	TJ024
319.169	1.6	6252213	WORD	n/a	wordpools/wordpool_EN.txt	SEAT	4	2	pyFR	1	TJ024
321.958	1.6	6255002	WORD	n/a	wordpools/wordpool_EN.txt	BATH	5	2	pyFR	1	TJ024
324.763	1.6	6257807	WORD	n/a	wordpools/wordpool_EN.txt	FOG	6	2	pyFR	1	TJ024
327.485	1.6	6260529	WORD	n/a	wordpools/wordpool_EN.txt	ROOF	7	2	pyFR	1	TJ024
329.939	1.6	6262983	WORD	n/a	wordpools/wordpool_EN.txt	CHALK	8	2	pyFR	1	TJ024
332.41	1.6	6265454	WORD	n/a	wordpools/wordpool_EN.txt	EEL	9	2	pyFR	1	TJ024
335.182	1.6	6268226	WORD	n/a	wordpools/wordpool_EN.txt	FILM	10	2	pyFR	1	TJ024
337.82	1.6	6270864	WORD	n/a	wordpools/wordpool_EN.txt	VAN	11	2	pyFR	1	TJ024
340.392	1.6	6273436	WORD	n/a	wordpools/wordpool_EN.txt	BEACH	12	2	pyFR	1	TJ024
343.08	1.6	6276124	WORD	n/a	wordpools/wordpool_EN.txt	OAR	13	2	pyFR	1	TJ024
345.768	1.6	6278811	WORD	n/a	wordpools/wordpool_EN.txt	CUBE	14	2	pyFR	1	TJ024
348.373	1.6	6281416	WORD	n/a	wordpools/wordpool_EN.txt	BREAD	15	2	pyFR	1	TJ024
374.505	3.894	6307547	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
378.399	0.562	6311441	REC_WORD	3.894	n/a	<>	-999	2	pyFR	1	TJ024
378.961	1.46	6312003	REC_WORD	4.456	n/a	FROG	-999	2	pyFR	1	TJ024
380.421	8.379	6313463	REC_WORD	5.916	n/a	ROOF	-999	2	pyFR	1	TJ024
388.8	9.561	6321842	REC_WORD	14.295	n/a	RAKE	-999	2	pyFR	1	TJ024
398.361	1.0	6331403	REC_WORD	23.856	n/a	<>	-999	2	pyFR	1	TJ024
399.361	1.0	6332403	REC_WORD	24.856	n/a	<>	-999	2	pyFR	1	TJ024
400.361	11.752	6333403	REC_WORD	25.856	n/a	<>	-999	2	pyFR	1	TJ024
412.113	10.28	6345154	REC_WORD	37.608	n/a	<>	-999	2	pyFR	1	TJ024
422.393	0.016	6355434	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
422.409	1.6	6355450	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
425.314	1.6	6358355	WORD	n/a	wordpools/wordpool_EN.txt	TRAIN	1	3	pyFR	1	TJ024
427.869	1.6	6360910	WORD	n/a	wordpools/wordpool_EN.txt	ARM	2	3	pyFR	1	TJ024
430.407	1.6	6363448	WORD	n/a	wordpools/wordpool_EN.txt	PIE	3	3	pyFR	1	TJ024
432.979	1.6	6366019	WORD	n/a	wordpools/wordpool_EN.txt	TREE	4	3	pyFR	1	TJ024
435.633	1.6	6368673	WORD	n/a	wordpools/wordpool_EN.txt	BAG	5	3	pyFR	1	TJ024
438.288	1.6	6371328	WORD	n/a	wordpools/wordpool_EN.txt	WEED	6	3	pyFR	1	TJ024
440.876	1.6	6373916	WORD	n/a	wordpools/wordpool_EN.txt	HEN	7	3	pyFR	1	TJ024
443.598	1.6	6376638	WORD	n/a	wordpools/wordpool_EN.txt	SPARK	8	3	pyFR	1	TJ024
446.303	1.6	6379343	WORD	n/a	wordpools/wordpool_EN.txt	BEE	9	3	pyFR	1	TJ024
448.891	1.6	6381931	WORD	n/a	wordpools/wordpool_EN.txt	SHELL	10	3	pyFR	1	TJ024
451.379	1.6	6384419	WORD	n/a	wordpools/wordpool_EN.txt	PLATE	11	3	pyFR	1	TJ024
454.084	1.6	6387124	WORD	n/a	wordpools/wordpool_EN.txt	WAND	12	3	pyFR	1	TJ024
456.655	1.6	6389695	WORD	n/a	wordpools/wordpool_EN.txt	BAT	13	3	pyFR	1	TJ024
459.126	1.6	6392166	WORD	n/a	wordpools/wordpool_EN.txt	FROG	14	3	pyFR	1	TJ024
461.564	1.6	6394603	WORD	n/a	wordpools/wordpool_EN.txt	HORSE	15	3	pyFR	1	TJ024
487.696	4.813	6420735	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
492.509	0.417	6425547	REC_WORD	4.813	n/a	<>	-999	3	pyFR	1	TJ024
492.926	0.534	6425964	REC_WORD	5.23	n/a	FROG	-999	3	pyFR	1	TJ024
493.46	0.414	6426498	REC_WORD	5.764	n/a	BAT	-999	3	pyFR	1	TJ024
493.874	7.41	6426912	REC_WORD	6.178	n/a	SNOW	-999	3	pyFR	1	TJ024
501.284	19.703	6434322	REC_WORD	13.588	n/a	CAVE	-999	3	pyFR	1	TJ024
520.987	0.753	6454024	REC_WORD	33.291	n/a	TRAIN	-999	3	pyFR	1	TJ024
521.74	6.662	6454777	REC_WORD	34.044	n/a	STEAM	-999	3	pyFR	1	TJ024
528.402	8.586	6461439	REC_WORD	40.706	n/a	HOOF	-999	3	pyFR	1	TJ024
536.988	0.016	6470025	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
537.004	1.6	6470041	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
539.791	1.6	6472828	WORD	n/a	wordpools/wordpool_EN.txt	RIB	1	4	pyFR	1	TJ024
542.262	1.6	6475299	WORD	n/a	wordpools/wordpool_EN.txt	DAD	2	4	pyFR	1	TJ024
544.967	1.6	6478004	WORD	n/a	wordpools/wordpool_EN.txt	GLASS	3	4	pyFR	1	TJ024
547.706	1.6	6480743	WORD	n/a	wordpools/wordpool_EN.txt	PEARL	4	4	pyFR	1	TJ024
550.477	1.6	6483513	WORD	n/a	wordpools/wordpool_EN.txt	FLUTE	5	4	pyFR	1	TJ024
552.965	1.6	6486001	WORD	n/a	wordpools/wordpool_EN.txt	TRASH	6	4	pyFR	1	TJ024
555.637	1.6	6488673	WORD	n/a	wordpools/wordpool_EN.txt	SKUNK	7	4	pyFR	1	TJ024
558.208	1.6	6491244	WORD	n/a	wordpools/wordpool_EN.txt	DESK	8	4	pyFR	1	TJ024
560.663	1.6	6493699	WORD	n/a	wordpools/wordpool_EN.txt	BOARD	9	4	pyFR	1	TJ024
563.385	1.6	6496421	WORD	n/a	wordpools/wordpool_EN.txt	MOOSE	10	4	pyFR	1	TJ024
566.007	1.6	6499043	WORD	n/a	wordpools/wordpool_EN.txt	SEA	11	4	pyFR	1	TJ024
568.744	1.6	6501780	WORD	n/a	wordpools/wordpool_EN.txt	ELF	12	4	pyFR	1	TJ024
571.533	1.6	6504569	WORD	n/a	wordpools/wordpool_EN.txt	PURSE	13	4	pyFR	1	TJ024
574.205	1.6	6507241	WORD	n/a	wordpools/wordpool_EN.txt	STREET	14	4	pyFR	1	TJ024
577.027	1.6	6510062	WORD	n/a	wordpools/wordpool_EN.txt	CARD	15	4	pyFR	1	TJ024
601.071	3.727	6534106	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
604.798	2.192	6537833	REC_WORD	3.727	n/a	<>	-999	4	pyFR	1	TJ024
606.99	3.122	6540024	REC_WORD	5.919	n/a	FLUTE	-999	4	pyFR	1	TJ024
610.112	0.422	6543146	REC_WORD	9.041	n/a	RAKE	-999	4	pyFR	1	TJ024
610.534	3.462	6543568	REC_WORD	9.463	n/a	STEAM	-999	4	pyFR	1	TJ024
613.996	3.075	6547030	REC_WORD	12.925	n/a	<>	-999	4	pyFR	1	TJ024
617.071	2.956	6550105	REC_WORD	16.0	n/a	BREAD	-999	4	pyFR	1	TJ024
620.027	8.619	6553061	REC_WORD	18.956	n/a	FOOD	-999	4	pyFR	1	TJ024
628.646	6.366	6561680	REC_WORD	27.575	n/a	ROOF	-999	4	pyFR	1	TJ024
635.012	17.32	6568046	REC_WORD	33.941	n/a	BIRD	-999	4	pyFR	1	TJ024
652.332	0.016	6585365	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
652.348	1.6	6585381	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
655.17	1.6	6588203	WORD	n/a	wordpools/wordpool_EN.txt	PALM	1	5	pyFR	1	TJ024
657.875	1.6	6590908	WORD	n/a	wordpools/wordpool_EN.txt	TOAST	2	5	pyFR	1	TJ024
660.363	1.6	6593396	WORD	n/a	wordpools/wordpool_EN.txt	SQUARE	3	5	pyFR	1	TJ024
662.884	1.6	6595917	WORD	n/a	wordpools/wordpool_EN.txt	BARN	4	5	pyFR	1	TJ024
665.422	1.6	6598454	WORD	n/a	wordpools/wordpool_EN.txt	EAR	5	5	pyFR	1	TJ024
668.227	1.6	6601259	WORD	n/a	wordpools/wordpool_EN.txt	GOAT	6	5	pyFR	1	TJ024
670.682	1.6	6603714	WORD	n/a	wordpools/wordpool_EN.txt	CUP	7	5	pyFR	1	TJ024
673.253	1.6	6606285	WORD	n/a	wordpools/wordpool_EN.txt	LAMP	8	5	pyFR	1	TJ024
675.975	1.6	6609007	WORD	n/a	wordpools/wordpool_EN.txt	BELL	9	5	pyFR	1	TJ024
678.496	1.6	6611528	WORD	n/a	wordpools/wordpool_EN.txt	TIE	10	5	pyFR	1	TJ024
681.035	1.6	6614067	WORD	n/a	wordpools/wordpool_EN.txt	DRUM	11	5	pyFR	1	TJ024
683.572	1.6	6616604	WORD	n/a	wordpools/wordpool_EN.txt	CORN	12	5	pyFR	1	TJ024
686.127	1.6	6619159	WORD	n/a	wordpools/wordpool_EN.txt	STEM	13	5	pyFR	1	TJ024
688.615	1.6	6621647	WORD	n/a	wordpools/wordpool_EN.txt	WHEEL	14	5	pyFR	1	TJ024
691.303	1.6	6624335	WORD	n/a	wordpools/wordpool_EN.txt	CANE	15	5	pyFR	1	TJ024
714.747	2.133	6647778	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
716.88	0.493	6649911	REC_WORD	2.133	n/a	<>	-999	5	pyFR	1	TJ024
717.373	0.572	6650404	REC_WORD	2.626	n/a	PALM	-999	5	pyFR	1	TJ024
717.945	5.056	6650976	REC_WORD	3.198	n/a	STEAM	-999	5	pyFR	1	TJ024
723.001	5.397	6656031	REC_WORD	8.254	n/a	BATH	-999	5	pyFR	1	TJ024
728.398	6.909	6661428	REC_WORD	13.651	n/a	NEST	-999	5	pyFR	1	TJ024
735.307	5.09	6668337	REC_WORD	20.56	n/a	TRUNK	-999	5	pyFR	1	TJ024
740.397	5.212	6673427	REC_WORD	25.65	n/a	<>	-999	5	pyFR	1	TJ024
745.609	2.849	6678639	REC_WORD	30.862	n/a	SQUARE	-999	5	pyFR	1	TJ024
748.458	0.568	6681488	REC_WORD	33.711	n/a	<>	-999	5	pyFR	1	TJ024
749.026	10.628	6682056	REC_WORD	34.279	n/a	TOAST	-999	5	pyFR	1	TJ024
759.654	2.597	6692683	REC_WORD	44.907	n/a	<>	-999	5	pyFR	1	TJ024
762.251	0.016	6695280	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
762.267	1.6	6695296	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
765.155	1.6	6698184	WORD	n/a	wordpools/wordpool_EN.txt	CALF	1	6	pyFR	1	TJ024
767.677	1.6	6700706	WORD	n/a	wordpools/wordpool_EN.txt	TOAD	2	6	pyFR	1	TJ024
770.215	1.6	6703244	WORD	n/a	wordpools/wordpool_EN.txt	BANK	3	6	pyFR	1	TJ024
772.853	1.6	6705882	WORD	n/a	wordpools/wordpool_EN.txt	CAKE	4	6	pyFR	1	TJ024
775.307	1.6	6708336	WORD	n/a	wordpools/wordpool_EN.txt	EGG	5	6	pyFR	1	TJ024
778.063	1.6	6711092	WORD	n/a	wordpools/wordpool_EN.txt	ROPE	6	6	pyFR	1	TJ024
780.784	1.6	6713812	WORD	n/a	wordpools/wordpool_EN.txt	STONE	7	6	pyFR	1	TJ024
783.372	1.6	6716400	WORD	n/a	wordpools/wordpool_EN.txt	STRAW	8	6	pyFR	1	TJ024
786.045	1.6	6719073	WORD	n/a	wordpools/wordpool_EN.txt	YARD	9	6	pyFR	1	TJ024
788.632	1.6	6721660	WORD	n/a	wordpools/wordpool_EN.txt	STORE	10	6	pyFR	1	TJ024
791.103	1.6	6724131	WORD	n/a	wordpools/wordpool_EN.txt	WEB	11	6	pyFR	1	TJ024
793.624	1.6	6726652	WORD	n/a	wordpools/wordpool_EN.txt	SOUP	12	6	pyFR	1	TJ024
796.229	1.6	6729257	WORD	n/a	wordpools/wordpool_EN.txt	WALL	13	6	pyFR	1	TJ024
798.717	1.6	6731745	WORD	n/a	wordpools/wordpool_EN.txt	ROAD	14	6	pyFR	1	TJ024
801.405	1.6	6734433	WORD	n/a	wordpools/wordpool_EN.txt	SINK	15	6	pyFR	1	TJ024
826.201	1.825	6759228	REC_START	n/a	n/a	n/a	-999	-999	pyFR	1	TJ024
828.026	0.702	6761053	REC_WORD	1.825	n/a	<>	-999	6	pyFR	1	TJ024
828.728	0.998	6761755	REC_WORD	2.527	n/a	FROG	-999	6	pyFR	1	TJ024
829.726	1.715	6762753	REC_WORD	3.525	n/a	CALF	-999	6	pyFR	1	TJ024
831.441	4.806	6764468	REC_WORD	5.24	n/a	ROAD	-999	6	pyFR	1	TJ024
836.247	9.269	6769274	REC_WORD	10.046	n/a	<>	-999	6	pyFR	1	TJ024
845.516	10.046	6778542	REC_WORD	19.315	n/a	TRUNK	-999	6	pyFR	1	TJ024
