name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RF1	39.0	59.0	-3.0	-999	RF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	39.3381	60.7123	0.442213
RF2	45.0	49.0	3.0	-999	RF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	45.4533	50.6475	5.51523
RF3	48.0	40.0	6.0	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	48.2783	41.0747	8.94999
RF4	50.0	31.0	11.0	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	50.6893	30.9858	13.4339
RF5	53.0	21.0	15.0	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	53.0938	20.361	17.934
RF6	56.0	10.0	20.0	-999	RF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter	57.04	9.73775	22.2675
RF7	58.0	1.0	25.0	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	58.4232	-0.352203	26.8625
RF8	59.0	-10.0	28.0	-999	RF	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	59.6269	-12.0805	30.0395
ROF1	-22.0	22.0	-19.0	-999	ROF	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	-22.3727	24.1353	-21.5308
ROF2	-10.0	23.0	-20.0	-999	ROF	L	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter	-10.0249	25.2199	-22.8949
ROF3	0.0	22.0	-20.0	-999	ROF	L	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter	0.347576	24.179	-22.9948
ROF4	12.0	24.0	-19.0	-999	ROF	R	strip	Frontal Lobe	Rectal Gyrus	Brodmann area 11	Gray Matter	12.0404	25.3337	-20.8266
ROF5	21.0	25.0	-15.0	-999	ROF	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter	21.3766	26.5264	-16.4258
ROF6	32.0	26.0	-12.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	32.1481	27.7004	-13.1691
ROF7	40.0	28.0	-7.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	40.7228	28.943	-6.21348
ROF8	48.0	30.0	0.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	48.3295	30.7305	1.32568
