name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAT1	26.3999	6.23792	-45.3864	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	26.6666	8.76174	-53.5898
RAT2	34.8642	1.53224	-47.9435	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 20	Gray Matter	35.2164	4.04864	-56.9101
RAT3	44.8683	-2.99549	-47.0325	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	45.3215	-0.660001	-56.0965
RAT4	52.3121	-9.57752	-43.1554	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	52.8405	-7.63661	-51.8786
RAT5	58.664	-14.807	-36.1985	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	59.2566	-13.3794	-43.9187
RAT6	63.4283	-19.2034	-28.3444	-999	RAT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	64.069	-18.3107	-34.8424
RAT7	65.5709	-23.3494	-17.6621	-999	RAT	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	66.2332	-23.1299	-22.3886
RAT8	68.7604	-27.258	-9.6803	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	69.455	-27.5655	-13.1315
RSTA1	22.1832	7.11224	-38.961	-999	RSTA	R	strip	Limbic Lobe	Uncus	Brodmann area 38	Gray Matter	22.4073	9.33076	-45.8985
RSTA2	23.5325	-3.62026	-42.9021	-999	RSTA	R	strip	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter	23.7702	-1.51615	-51.2229
RSTA3	28.9743	-12.3296	-43.6415	-999	RSTA	R	strip	Limbic Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	29.267	-10.4451	-52.6204
RSTA4	36.4253	-18.7024	-42.464	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	36.7932	-17.0671	-51.5997
RSTA5	46.4351	-23.7846	-39.623	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	46.9041	-22.4461	-48.5245
RSTA6	54.8294	-27.1586	-34.9886	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	55.3832	-26.1588	-43.2153
RSTA7	62.618	-27.7362	-28.309	-999	RSTA	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	63.2505	-27.0977	-35.3081
