name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAH1	40.0	-16.0	-16.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	39.9902	-15.3274	-20.3871
RAH2	45.0	-17.0	-15.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	45.605	-16.4529	-19.2462
RAH3	51.0	-18.0	-14.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	51.7545	-17.6205	-17.5769
RAH4	54.0	-18.0	-18.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	54.3763	-17.224	-22.0141
RAH5	59.0	-20.0	-18.0	-999	RAH	R	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	60.0337	-19.314	-21.9919
RAH6	68.0	-19.0	-12.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	68.2375	-18.7213	-15.972
RAH7	74.0	-18.0	-12.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	74.5611	-17.6553	-15.5924
RAH8	77.0	-15.0	-11.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	78.0132	-14.5798	-14.1051
RPH1	28.0	-19.0	-13.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	28.6942	-18.8982	-16.6493
RPH2	34.0	-20.0	-13.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	34.3829	-19.9367	-16.5161
RPH3	40.0	-22.0	-14.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter	40.6865	-21.9385	-17.4772
RPH4	45.0	-23.0	-14.0	-999	RPH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	45.3055	-22.8927	-18.4006
