name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LF1	-55.0	-62.0	38.0	-999	LF	L	strip	Parietal Lobe	Angular Gyrus	Brodmann area 39	Gray Matter	-53.1231	-61.9511	49.3219
LF2	-58.0	-54.0	35.0	-999	LF	L	strip	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter	-55.6467	-53.7988	46.1596
LF3	-59.0	-46.0	31.0	-999	LF	L	strip	Parietal Lobe	Supramarginal Gyrus	Brodmann area 40	Gray Matter	-56.397	-43.6948	41.6122
LF4	-59.0	-37.0	28.0	-999	LF	L	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-55.715	-35.6576	37.6571
LF5	-59.0	-29.0	24.0	-999	LF	L	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-56.3524	-26.2419	34.2823
LF6	-60.0	-20.0	20.0	-999	LF	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 40	Gray Matter	-56.4273	-16.9464	29.9729
LF7	-60.0	-12.0	17.0	-999	LF	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter	-56.933	-8.19168	25.7748
LF8	-60.0	-3.0	14.0	-999	LF	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-56.3326	0.295298	21.7033
LTA1	-54.0	-71.0	10.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 39	Gray Matter	-52.1552	-71.1668	21.8214
LTA2	-58.0	-63.0	8.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 37	Gray Matter	-55.8665	-62.297	18.416
LTA3	-61.0	-55.0	5.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-59.5779	-53.4272	15.0108
LTA4	-64.0	-46.0	2.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-62.183	-44.8253	11.732
LTA5	-65.0	-38.0	-1.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-62.8204	-35.4096	8.35714
LTA6	-66.0	-29.0	-3.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-63.3762	-26.4436	5.09862
LTA7	-65.0	-21.0	-7.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-62.9388	-17.0572	0.794308
LTA8	-65.0	-12.0	-10.0	-999	LTA	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-61.3137	-8.38825	-3.26702
LTB1	-55.0	-68.0	25.0	-999	LTB	L	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 39	Gray Matter	-52.9069	-67.9992	35.9159
