name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RFA1	7.0	58.0	-23.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	6.97508	60.9092	-23.9999
RFA2	9.0	66.0	-18.0	-999	RFA	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 11	Gray Matter	9.11465	68.4619	-17.0247
RFA3	12.0	70.0	-8.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	12.0275	72.7439	-5.85608
RFA4	15.0	71.0	2.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	15.0994	73.5319	5.56455
RFA5	16.0	69.0	12.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	16.6013	70.6281	17.0285
RFA6	19.0	66.0	22.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	18.8866	66.5998	27.5595
RFA7	19.0	59.0	31.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	19.2298	59.3569	36.3926
RFA8	21.0	51.0	37.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	21.1133	50.4468	43.3178
RFB1	14.0	36.0	56.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	14.6279	34.0569	62.4066
RFB2	24.0	34.0	51.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	24.2269	32.5739	57.6421
RFB3	34.0	34.0	46.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	34.5802	32.2825	51.2333
RFB4	44.0	31.0	40.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	44.3861	29.6088	45.4663
RFB5	51.0	27.0	32.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	51.6948	26.5403	36.6354
RFB6	57.0	22.0	24.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	57.354	21.5268	27.7221
RFB7	61.0	17.0	15.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter	61.4112	16.8719	17.4717
RFB8	62.0	11.0	7.0	-999	RFB	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 44	Gray Matter	62.985	10.8275	8.65686
RFC1	34.0	-64.0	60.0	-999	RFC	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter	34.0195	-68.8946	61.743
RFC2	32.0	-54.0	64.0	-999	RFC	R	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter	32.7485	-59.4344	67.0467
RFC3	31.0	-43.0	68.0	-999	RFC	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	31.5517	-48.2533	71.1379
RFC4	30.0	-34.0	70.0	-999	RFC	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	30.5619	-38.2628	74.2268
RFC5	28.0	-23.0	71.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	28.5972	-27.2787	75.4628
RFC6	27.0	-12.0	69.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	26.9402	-16.3466	74.526
RFC7	24.0	-2.0	67.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	24.258	-4.99023	72.3218
RFC8	23.0	8.0	63.0	-999	RFC	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	23.6154	4.7781	68.8225
RFD1	12.0	-62.0	69.0	-999	RFD	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	12.5689	-67.3572	71.0781
RFD2	14.0	-53.0	73.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 7	Gray Matter	14.2064	-58.1494	76.7713
RFD3	15.0	-43.0	76.0	-999	RFD	R	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	15.5489	-48.4775	80.1802
RFD4	16.0	-32.0	77.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	15.8898	-37.2295	81.6945
RFD5	16.0	-21.0	76.0	-999	RFD	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	16.5386	-26.0335	81.0358
