name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAP1	16.0	-15.0	-17.0	-999	RAP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	16.0033	-14.4858	-20.9929
RAP2	21.0	-17.0	-17.0	-999	RAP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	20.9556	-16.1489	-21.197
RAP3	26.0	-17.0	-17.0	-999	RAP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	26.0459	-16.7759	-21.3216
RAP4	31.0	-19.0	-17.0	-999	RAP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	30.9291	-18.957	-21.5655
RAP5	36.0	-21.0	-17.0	-999	RAP	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	36.3903	-20.6828	-21.782
RAP6	41.0	-22.0	-15.0	-999	RAP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter	41.5183	-21.5539	-18.5504
RMP1	19.0	-20.0	-17.0	-999	RMP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	19.4543	-19.6498	-21.4506
RMP2	24.0	-20.0	-16.0	-999	RMP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter	24.7015	-19.3627	-19.8175
RMP3	30.0	-20.0	-14.0	-999	RMP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	29.8107	-20.1117	-18.264
RMP4	35.0	-21.0	-14.0	-999	RMP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	35.41	-20.8014	-18.401
RMP5	40.0	-21.0	-12.0	-999	RMP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter	40.6763	-20.6364	-15.0897
RMP6	45.0	-23.0	-12.0	-999	RMP	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	45.4904	-23.3356	-15.3734
RPP1	17.0	-23.0	-10.0	-999	RPP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter	17.0986	-23.1173	-13.2491
RPP2	21.0	-21.0	-10.0	-999	RPP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter	21.4469	-21.5467	-13.1896
RPP3	26.0	-21.0	-10.0	-999	RPP	R	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	26.6753	-21.1376	-13.2346
RPP4	32.0	-22.0	-10.0	-999	RPP	R	depth	Temporal Lobe	Sub-Gyral	Hippocampus	Gray Matter	32.7836	-21.8901	-13.3841
RPP5	38.0	-22.0	-9.0	-999	RPP	R	depth	Temporal Lobe	Sub-Gyral	Hippocampus	Gray Matter	38.4018	-22.7018	-11.8429
