name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LG1	-34.0	45.0	19.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-33.9481	45.2362	23.3351
LG2	-34.0	39.0	26.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-34.2344	38.5638	30.665
LG3	-34.0	32.0	32.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-33.962	31.0336	36.9253
LG4	-33.0	24.0	39.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-33.2429	22.9196	44.1533
LG5	-32.0	18.0	45.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-32.442	15.9883	49.4976
LG6	-30.0	9.0	51.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-30.1788	6.54595	55.6563
LG7	-28.0	2.0	55.0	-999	LG	L	grid	Frontal Lobe	Sub-Gyral	Brodmann area 4_6	Gray Matter	-27.8441	-1.22815	59.9825
LG8	-26.0	-6.0	59.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-25.9358	-9.38938	63.2387
LG9	-40.0	40.0	14.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-39.9297	40.8137	17.5217
LG10	-40.0	33.0	21.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	-40.1958	33.1702	24.7493
LG11	-40.0	27.0	28.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-40.4721	26.0123	32.028
LG12	-40.0	21.0	34.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-40.7074	19.4457	38.365
LG13	-39.0	13.0	40.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-39.4396	10.9595	44.5745
LG14	-38.0	5.0	47.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-38.182	2.9588	50.8351
LG15	-36.0	-3.0	51.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-36.3247	-5.30827	55.0844
LG16	-34.0	-10.0	56.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-34.0308	-13.6737	60.3525
LG17	-42.0	33.0	8.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	-42.3768	33.1507	10.5376
LG18	-44.0	27.0	15.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	-44.6234	26.934	17.8154
LG19	-45.0	20.0	22.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	-45.8747	19.7612	25.0425
LG20	-46.0	14.0	29.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-46.151	12.6032	32.3213
LG21	-46.0	7.0	35.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-46.3762	5.55109	38.6069
LG22	-46.0	1.0	41.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-46.6014	-1.50098	44.8926
LG23	-45.0	-7.0	47.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-45.3336	-9.98718	51.1022
LG24	-43.0	-15.0	54.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-43.0907	-18.4584	57.3634
LG25	-42.0	25.0	3.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	-42.4371	25.4194	4.67564
LG26	-46.0	20.0	10.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	-46.1564	19.6657	11.9272
LG27	-49.0	14.0	17.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter	-49.8657	13.4266	19.1276
LG28	-50.0	8.0	24.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	-50.1521	6.75404	26.4576
LG29	-51.0	1.0	30.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-51.8298	-0.805879	32.6146
LG30	-52.0	-5.0	37.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-52.1263	-6.99285	39.9957
LG31	-52.0	-11.0	43.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-52.3515	-14.045	46.2814
LG32	-49.0	-20.0	48.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-49.0725	-22.881	51.5501
LG33	-42.0	16.0	-3.0	-999	LG	L	grid	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	-41.9386	16.8301	-2.25599
LG34	-47.0	12.0	4.0	-999	LG	L	grid	Sub-lobar	Insula	Brodmann area 13	Gray Matter	-47.151	12.5106	5.07178
LG35	-51.0	7.0	10.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 44	Gray Matter	-51.7944	6.84792	11.2787
LG36	-53.0	1.0	17.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-54.031	0.145607	18.5053
LG37	-54.0	-6.0	24.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-54.3072	-7.01233	25.7841
LG38	-54.0	-11.0	31.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-54.6037	-13.1993	33.1653
LG39	-54.0	-18.0	37.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-54.8188	-20.7369	39.3997
LG40	-51.0	-25.0	43.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-51.6312	-27.7369	45.8663
LG41	-44.0	9.0	-8.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	-44.4057	10.1382	-9.13769
LG42	-49.0	5.0	-2.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	-49.1104	4.8552	-1.88653
LG43	-53.0	-1.0	5.0	-999	LG	L	grid	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	-53.3072	-1.39144	5.28801
LG44	-56.0	-6.0	12.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 43	Gray Matter	-56.5391	-7.13763	12.5655
LG45	-56.0	-13.0	18.0	-999	LG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter	-56.7643	-14.1897	18.8512
LG46	-56.0	-19.0	25.0	-999	LG	L	grid	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	-57.0608	-20.3767	26.2324
