name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LG1	-15.0	50.0	40.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-15.1248	49.392	45.9073
LG2	-19.0	42.0	45.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-18.9622	40.991	50.6283
LG3	-23.0	34.0	49.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-22.7996	32.5899	55.3495
LG4	-26.0	24.0	52.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-26.0101	21.9963	58.2104
LG5	-28.0	14.0	54.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-28.2501	11.5231	59.7691
LG6	-30.0	4.0	57.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-30.4114	0.759342	62.5101
LG7	-31.0	-7.0	59.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-31.6022	-9.88414	63.9491
LG8	-32.0	-16.0	60.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-32.8188	-19.7164	64.081
LG9	-24.0	52.0	35.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-23.9646	51.6865	41.0799
LG10	-28.0	43.0	40.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-27.9079	42.244	46.0507
LG11	-32.0	35.0	43.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-32.0086	33.3828	48.657
LG12	-34.0	25.0	47.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-34.5628	22.9342	52.5153
LG13	-37.0	15.0	49.0	-999	LG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-37.852	12.6312	54.194
LG14	-39.0	4.0	51.0	-999	LG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-39.0958	1.46712	55.7577
LG15	-41.0	-6.0	53.0	-999	LG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-41.3358	-9.00608	57.3165
