name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LAH1	-28.0	-14.0	-21.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-28.722	-13.5059	-25.8688
LAH2	-34.0	-16.0	-19.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-34.6141	-15.524	-23.6903
LAH3	-40.0	-18.0	-18.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	-40.4208	-17.3229	-22.8089
LAH4	-44.0	-20.0	-16.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	-44.8865	-19.9015	-20.8082
LAH5	-50.0	-21.0	-16.0	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-50.7584	-21.1075	-20.1464
LAH6	-56.0	-23.0	-15.0	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-56.5651	-22.9064	-19.2651
LAH7	-61.0	-26.0	-15.0	-999	LAH	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	-61.4474	-26.1552	-18.9509
LAH8	-67.0	-22.0	-13.0	-999	LAH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-67.5106	-22.1669	-17.0634
LPH1	-33.0	-15.0	-11.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-33.6314	-14.5772	-13.9818
LPH2	-38.0	-17.0	-11.0	-999	LPH	L	depth	Temporal Lobe	Caudate	Caudate Tail	Gray Matter	-38.0012	-16.5305	-14.0365
LPH3	-43.0	-18.0	-11.0	-999	LPH	L	depth	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	-43.7223	-18.1102	-14.452
LPH4	-49.0	-20.0	-11.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-49.3781	-20.2828	-14.6478
LPH5	-54.0	-22.0	-11.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-55.0338	-22.4553	-14.8436
LPH6	-60.0	-25.0	-13.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-60.4633	-25.1885	-16.6552
LPH7	-64.0	-25.0	-20.0	-999	LPH	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	-64.44	-24.2347	-25.6893
LPH8	-65.0	-27.0	-14.0	-999	LPH	L	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	-66.0335	-27.1419	-18.1479
LUNC1	-23.0	-16.0	-24.0	-999	LUNC	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter	-23.4772	-15.013	-30.0027
LUNC2	-29.0	-18.0	-24.0	-999	LUNC	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter	-29.2838	-16.8119	-29.1212
LUNC3	-35.0	-20.0	-24.0	-999	LUNC	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 36	Gray Matter	-34.9396	-18.9845	-29.317
LUNC4	-39.0	-21.0	-23.0	-999	LUNC	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	-39.4603	-20.5641	-28.2943
LUNC5	-45.0	-22.0	-22.0	-999	LUNC	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	-45.3975	-21.1772	-27.8523
LUNC6	-51.0	-23.0	-21.0	-999	LUNC	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	-51.2797	-22.7892	-26.4323
LUNC7	-57.0	-24.0	-21.0	-999	LUNC	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	-57.2168	-23.4023	-25.9902
LUNC8	-61.0	-24.0	-19.0	-999	LUNC	L	depth	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	-62.0192	-23.4224	-24.3297
LOF1	-7.0	40.0	-26.0	-999	LOF	L	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter	-7.25067	42.2687	-28.2701
LOF2	-11.0	49.0	-19.0	-999	LOF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-11.2759	51.013	-19.6867
LOF3	-16.0	59.0	-15.0	-999	LOF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-15.8281	61.085	-14.7457
LOF4	-21.0	66.0	-9.0	-999	LOF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-20.8576	68.0504	-6.94123
LOF5	-25.0	63.0	-3.0	-999	LOF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-25.0881	65.2975	0.0979848
LOF6	-26.0	51.0	-5.0	-999	LOF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-26.4283	53.2075	-2.66452
LOF7	-30.0	42.0	-3.0	-999	LOF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 11	Gray Matter	-29.7986	43.1726	-0.940327
LOF8	-38.0	36.0	3.0	-999	LOF	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	-38.1174	36.907	5.40652
LF1	-26.0	49.0	36.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-26.3955	48.2681	41.6642
LF2	-29.0	58.0	30.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-29.1976	57.8641	35.3433
