name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
FP1	-7.0	72.0	-12.0	-999	FP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 11	Gray Matter	-7.2713	74.3496	-10.319
FP2	-18.0	71.0	-9.0	-999	FP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-17.993	73.2439	-6.90465
FP3	-27.0	68.0	-5.0	-999	FP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-26.8221	70.5965	-1.96653
FP4	-36.0	63.0	-1.0	-999	FP	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-35.8706	65.2357	2.27794
FP5	-42.0	56.0	3.0	-999	FP	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-41.982	57.7893	6.81331
FP6	-45.0	48.0	7.0	-999	FP	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-45.9452	49.4531	10.1302
MFG1	-26.0	46.0	39.0	-999	MFG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-26.0503	44.8816	44.9556
MFG2	-30.0	36.0	42.0	-999	MFG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-29.9303	35.3698	47.2291
MFG3	-34.0	28.0	44.0	-999	MFG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-33.8815	26.3467	49.4006
MFG4	-37.0	19.0	47.0	-999	MFG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-37.7615	16.8349	51.6741
MFG5	-40.0	9.0	49.0	-999	MFG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-40.5379	6.97754	53.962
MFG6	-44.0	0.0	51.0	-999	MFG	L	grid	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-43.9609	-2.66111	54.9443
MFG7	-45.0	-9.0	51.0	-999	MFG	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-45.8943	-12.2835	54.548
MFG8	-47.0	-20.0	51.0	-999	MFG	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-47.6142	-23.372	54.4576
MFG9	-33.0	47.0	32.0	-999	MFG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-33.169	46.7424	37.1815
MFG10	-36.0	38.0	33.0	-999	MFG	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-36.0758	37.1753	38.12
