name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAIH1	6.0	70.0	3.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter	5.96152	72.3942	6.95608
RAIH2	4.0	68.0	13.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter	3.86577	68.984	17.9065
RAIH3	3.0	63.0	23.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter	3.44737	64.1088	28.2783
RAIH4	4.0	58.0	32.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	3.60821	58.239	38.2363
RAIH5	6.0	51.0	41.0	-999	RAIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 8	Gray Matter	6.00553	50.416	47.4226
RAIH6	9.0	44.0	44.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	8.68253	43.259	50.6495
RAIH7	11.0	33.0	52.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	11.2611	30.8801	57.8471
RAIH8	15.0	24.0	55.0	-999	RAIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	15.6153	22.2582	60.4961
RPIH1	2.0	-59.0	36.0	-999	RPIH	R	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	1.63015	-62.1389	35.5034
RPIH2	1.0	-48.0	39.0	-999	RPIH	R	strip	Limbic Lobe	Cingulate Gyrus	Brodmann area 31	Gray Matter	1.20727	-51.5087	40.146
RPIH3	0.0	-38.0	43.0	-999	RPIH	L	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	0.265529	-41.4026	44.5394
RPIH4	0.0	-28.0	47.0	-999	RPIH	L	strip	Frontal Lobe	Paracentral Lobule	Brodmann area 31	Gray Matter	-0.15736	-30.7724	49.182
RPIH5	-1.0	-17.0	50.0	-999	RPIH	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.580224	-20.1422	53.8243
RPIH6	-1.0	-7.0	54.0	-999	RPIH	L	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.983023	-10.0182	58.2466
RPIH7	1.0	3.0	58.0	-999	RPIH	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	0.790286	-0.328796	62.5598
RPIH8	7.0	13.0	56.0	-999	RPIH	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	6.596	10.6579	61.3318
RFA1	45.0	52.0	-8.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	45.8732	53.5941	-6.03306
RFA2	47.0	56.0	-1.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	47.548	58.0617	2.25043
RFA3	46.0	56.0	10.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	46.4295	57.2182	14.3627
RFA4	42.0	53.0	21.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	42.7168	53.7543	25.2282
RFA5	38.0	49.0	30.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	38.5256	48.7538	35.4023
RFA6	32.0	42.0	39.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	32.8181	41.1687	44.3862
RFA7	27.0	37.0	43.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	26.7708	36.2563	48.2665
RFA8	21.0	29.0	51.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	21.1036	27.6588	56.8087
RFB1	46.0	-60.0	48.0	-999	RFB	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	46.4455	-64.4989	48.6914
RFB2	46.0	-50.0	51.0	-999	RFB	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	46.0428	-54.3749	53.1129
