name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LF1	-42.0	58.0	-6.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-42.7098	60.2206	-3.43608
LF2	-44.0	57.0	5.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-44.2937	57.9554	7.99471
LF3	-44.0	52.0	15.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	-44.0107	52.3119	18.7661
LF4	-41.0	47.0	24.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	-41.1434	47.1249	28.4235
LF5	-37.0	42.0	33.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-37.7146	41.4834	37.9903
LF6	-33.0	36.0	42.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 8	Gray Matter	-33.7242	35.3872	47.4665
LF7	-29.0	31.0	50.0	-999	LF	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-29.7302	29.5028	55.7976
LF8	-25.0	24.0	56.0	-999	LF	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	-25.0346	21.8647	62.6026
LP1	-30.0	-80.0	47.0	-999	LP	L	strip	Parietal Lobe	Precuneus	Brodmann area 19	Gray Matter	-30.0346	-85.1099	46.8566
LP2	-30.0	-71.0	54.0	-999	LP	L	strip	Parietal Lobe	Precuneus	Brodmann area 7	Gray Matter	-29.9303	-75.9983	54.5314
LP3	-31.0	-62.0	59.0	-999	LP	L	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter	-30.8546	-66.773	61.0489
LP4	-30.0	-53.0	65.0	-999	LP	L	strip	Parietal Lobe	Superior Parietal Lobule	Brodmann area 7	Gray Matter	-30.7468	-57.4495	67.5787
LP5	-29.0	-43.0	69.0	-999	LP	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-29.0869	-47.7674	72.9823
LP6	-28.0	-32.0	71.0	-999	LP	L	strip	Parietal Lobe	Postcentral Gyrus	Brodmann area 1_2_3_5	Gray Matter	-28.0237	-36.4915	75.1387
LP7	-25.0	-21.0	71.0	-999	LP	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-25.4084	-24.8569	76.1687
LP8	-22.0	-10.0	70.0	-999	LP	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-22.1824	-13.9688	75.8662
LIH19	-1.0	21.0	42.0	-999	LIH	L	grid	Limbic Lobe	Cingulate Gyrus	Brodmann area 32	Gray Matter	-1.12571	19.7717	46.642
LIH20	-2.0	15.0	48.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-2.19481	12.8138	52.4273
LIH21	-2.0	5.0	52.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	-2.38019	2.08774	56.2988
LIH22	-2.0	-3.0	56.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	-1.76084	-6.02222	60.6671
LIH23	-1.0	-12.0	58.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.997879	-15.2195	62.455
LIH24	0.0	-22.0	58.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.0912755	-25.5039	61.6623
LIH27	-1.0	30.0	51.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 8	Gray Matter	-1.02848	28.4596	56.6067
LIH28	0.0	19.0	57.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.143209	16.9042	62.6837
LIH29	0.0	10.0	62.0	-999	LIH	L	grid	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 4_6	Gray Matter	-0.423141	6.97353	67.8939
LIH30	0.0	-1.0	65.0	-999	LIH	L	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	0.472791	-3.94642	70.5361
LIH31	3.0	-11.0	67.0	-999	LIH	R	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	3.43677	-14.4586	72.0582
LIH32	3.0	-22.0	68.0	-999	LIH	R	grid	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 4_6	Gray Matter	3.39858	-26.0601	72.2042
RFA1	56.0	16.0	-20.0	-999	RFA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	56.5963	17.7055	-22.8714
RFA2	59.0	17.0	-10.0	-999	RFA	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	59.4755	17.8958	-10.997
RFA3	62.0	18.0	-1.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	62.8289	18.8504	-0.164511
RFA4	64.0	19.0	10.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	64.6759	18.9427	11.6974
RFA5	63.0	17.0	20.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	63.608	16.7266	23.1344
RFA6	60.0	16.0	30.0	-999	RFA	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	60.4793	14.5263	33.4016
RFA7	55.0	13.0	37.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	55.9003	11.5954	41.1664
RFA8	49.0	7.0	46.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 4_6	Gray Matter	49.5684	4.51961	50.5181
RFB1	35.0	67.0	-6.0	-999	RFB	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	35.6534	68.885	-3.44137
RFB2	40.0	63.0	3.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	40.494	64.9013	6.43472
RFB3	43.0	57.0	11.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	43.0306	57.8627	14.5535
RFB4	44.0	49.0	18.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	44.6261	49.7188	22.466
