name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAH1	25.0	-7.0	-12.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter	24.763	-6.88812	-14.5826
RAH2	29.0	-8.0	-14.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Amygdala	Gray Matter	29.4021	-7.20517	-16.6445
RAH3	35.0	-9.0	-14.0	-999	RAH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	35.1471	-8.59999	-17.6137
RAH4	40.0	-9.0	-16.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	40.3308	-8.84752	-19.6337
RAH5	46.0	-10.0	-17.0	-999	RAH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	45.9705	-9.14011	-20.4765
RAH6	50.0	-10.0	-17.0	-999	RAH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	50.521	-9.57168	-21.403
RPH1	29.0	-21.0	-16.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	29.7546	-20.342	-20.516
RPH2	35.0	-20.0	-17.0	-999	RPH	R	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	35.2889	-19.5323	-21.2324
RPH3	40.0	-19.0	-18.0	-999	RPH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	40.2786	-18.7922	-21.9906
RPH4	45.0	-19.0	-18.0	-999	RPH	R	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	45.9182	-19.0847	-22.8334
RPH5	51.0	-19.0	-19.0	-999	RPH	R	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	51.4526	-18.2751	-23.5497
RPH6	57.0	-18.0	-18.0	-999	RPH	R	depth	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	57.9874	-17.4409	-23.0469
LAH1	-20.0	-13.0	-19.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	-20.5378	-12.1543	-23.7788
LAH2	-26.0	-13.0	-21.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-25.895	-12.7349	-25.3332
LAH3	-31.0	-14.0	-22.0	-999	LAH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-31.7966	-13.385	-26.9294
LAH4	-37.0	-14.0	-22.0	-999	LAH	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	-37.3477	-12.9779	-27.222
LAH5	-42.0	-14.0	-23.0	-999	LAH	L	depth	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	-42.7048	-13.5584	-28.7763
LAH6	-48.0	-15.0	-24.0	-999	LAH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	-48.1505	-14.2535	-29.1954
LPH1	-21.0	-18.0	-18.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 28	Gray Matter	-21.2773	-18.0337	-22.2241
LPH2	-26.0	-18.0	-19.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 35	Gray Matter	-26.7397	-17.512	-23.652
LPH3	-31.0	-18.0	-19.0	-999	LPH	L	depth	Limbic Lobe	Parahippocampal Gyrus	Hippocampus	Gray Matter	-31.7462	-17.0354	-23.9027
LPH4	-37.0	-17.0	-19.0	-999	LPH	L	depth	Temporal Lobe	Sub-Gyral	Brodmann area 20	Gray Matter	-37.2973	-16.6282	-24.1952
