name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RFP1	33.0	59.0	-6.0	-999	RFP	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	33.4135	60.6489	-4.04295
RFP2	38.0	52.0	0.0	-999	RFP	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	38.3432	53.6228	3.12341
RFP3	43.0	46.0	7.0	-999	RFP	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	43.249	47.1173	10.4687
RFP4	48.0	38.0	15.0	-999	RFP	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	48.2066	38.0994	18.5447
RFP5	51.0	31.0	21.0	-999	RFP	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	51.2131	30.8869	24.0465
RFP6	55.0	21.0	27.0	-999	RFP	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	55.7883	20.7127	30.1304
RFP7	57.0	12.0	30.0	-999	RFP	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	57.9863	10.7578	33.0939
RFP8	60.0	1.0	33.0	-999	RFP	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	60.2559	-0.759022	35.5211
ROF1	10.0	46.0	-27.0	-999	ROF	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter	9.83752	48.9006	-28.8801
ROF2	17.0	39.0	-24.0	-999	ROF	R	strip	Frontal Lobe	Orbital Gyrus	Brodmann area 11	Gray Matter	17.4819	41.1998	-26.7163
ROF3	26.0	32.0	-23.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 11	Gray Matter	26.6391	34.521	-25.7897
ROF4	35.0	27.0	-22.0	-999	ROF	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 47	Gray Matter	35.2507	28.8598	-24.5157
ROF5	42.0	20.0	-20.0	-999	ROF	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	42.3736	21.6558	-22.1832
ROF6	48.0	12.0	-16.0	-999	ROF	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	48.4814	13.4539	-18.6035
ROF7	53.0	6.0	-11.0	-999	ROF	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	53.4785	6.33676	-13.0617
ROF8	56.0	-1.0	-5.0	-999	ROF	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	56.9391	-1.28161	-6.10402
RTOA1	55.0	-38.0	48.0	-999	RTOA	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	55.9977	-41.5366	50.1859
RTOA2	57.0	-35.0	37.0	-999	RTOA	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 40	Gray Matter	57.3421	-38.0516	38.6388
