onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	experiment	session	subject
0.0	0.0	825866	B	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
0.0	78.828	825866	SESS_START	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
78.828	0.016	904694	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
78.844	1.6	904710	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
81.787	1.6	907653	WORD	n/a	wordpools/wordpool_EN.txt	GOLD	1	1	pyFR	2	TJ018_2
84.481	1.6	910347	WORD	n/a	wordpools/wordpool_EN.txt	SHARK	2	1	pyFR	2	TJ018_2
87.106	1.6	912972	WORD	n/a	wordpools/wordpool_EN.txt	PEA	3	1	pyFR	2	TJ018_2
89.566	1.6	915433	WORD	n/a	wordpools/wordpool_EN.txt	SHRIMP	4	1	pyFR	2	TJ018_2
92.057	1.6	917924	WORD	n/a	wordpools/wordpool_EN.txt	JET	5	1	pyFR	2	TJ018_2
94.784	1.6	920651	WORD	n/a	wordpools/wordpool_EN.txt	EGG	6	1	pyFR	2	TJ018_2
97.411	1.6	923278	WORD	n/a	wordpools/wordpool_EN.txt	DIME	7	1	pyFR	2	TJ018_2
99.969	1.6	925836	WORD	n/a	wordpools/wordpool_EN.txt	GEESE	8	1	pyFR	2	TJ018_2
102.713	1.6	928580	WORD	n/a	wordpools/wordpool_EN.txt	TEETH	9	1	pyFR	2	TJ018_2
105.221	1.6	931088	WORD	n/a	wordpools/wordpool_EN.txt	SPRING	10	1	pyFR	2	TJ018_2
107.88	1.6	933747	WORD	n/a	wordpools/wordpool_EN.txt	NEST	11	1	pyFR	2	TJ018_2
110.692	1.6	936559	WORD	n/a	wordpools/wordpool_EN.txt	HOLE	12	1	pyFR	2	TJ018_2
113.116	1.6	938983	WORD	n/a	wordpools/wordpool_EN.txt	PIG	13	1	pyFR	2	TJ018_2
115.726	1.6	941593	WORD	n/a	wordpools/wordpool_EN.txt	ROAD	14	1	pyFR	2	TJ018_2
118.167	1.6	944034	WORD	n/a	wordpools/wordpool_EN.txt	OAK	15	1	pyFR	2	TJ018_2
145.147	1.834	971014	REC_START	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
146.981	0.345	972848	REC_WORD	1.834	n/a	GOLD	-999	1	pyFR	2	TJ018_2
147.326	0.567	973193	REC_WORD	2.179	n/a	SHARK	-999	1	pyFR	2	TJ018_2
147.893	3.703	973760	REC_WORD	2.746	n/a	SHRIMP	-999	1	pyFR	2	TJ018_2
151.596	4.636	977463	REC_WORD	6.449	n/a	JET	-999	1	pyFR	2	TJ018_2
156.232	3.137	982099	REC_WORD	11.085	n/a	SEA	-999	1	pyFR	2	TJ018_2
159.369	33.665	985236	REC_WORD	14.222	n/a	OAK	-999	1	pyFR	2	TJ018_2
193.034	0.017	1018901	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
193.051	1.6	1018918	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
195.911	1.6	1021778	WORD	n/a	wordpools/wordpool_EN.txt	SHOE	1	2	pyFR	2	TJ018_2
198.672	1.6	1024539	WORD	n/a	wordpools/wordpool_EN.txt	STOOL	2	2	pyFR	2	TJ018_2
201.297	1.6	1027165	WORD	n/a	wordpools/wordpool_EN.txt	CAPE	3	2	pyFR	2	TJ018_2
203.956	1.6	1029824	WORD	n/a	wordpools/wordpool_EN.txt	HAWK	4	2	pyFR	2	TJ018_2
206.449	1.6	1032317	WORD	n/a	wordpools/wordpool_EN.txt	EAR	5	2	pyFR	2	TJ018_2
209.208	1.6	1035076	WORD	n/a	wordpools/wordpool_EN.txt	CROWN	6	2	pyFR	2	TJ018_2
211.951	1.6	1037819	WORD	n/a	wordpools/wordpool_EN.txt	SAIL	7	2	pyFR	2	TJ018_2
214.578	1.6	1040446	WORD	n/a	wordpools/wordpool_EN.txt	BLOOM	8	2	pyFR	2	TJ018_2
217.27	1.6	1043138	WORD	n/a	wordpools/wordpool_EN.txt	MAT	9	2	pyFR	2	TJ018_2
219.896	1.6	1045764	WORD	n/a	wordpools/wordpool_EN.txt	HORSE	10	2	pyFR	2	TJ018_2
222.339	1.6	1048207	WORD	n/a	wordpools/wordpool_EN.txt	SLUSH	11	2	pyFR	2	TJ018_2
224.88	1.6	1050748	WORD	n/a	wordpools/wordpool_EN.txt	TREE	12	2	pyFR	2	TJ018_2
227.608	1.6	1053476	WORD	n/a	wordpools/wordpool_EN.txt	TIE	13	2	pyFR	2	TJ018_2
230.032	1.6	1055900	WORD	n/a	wordpools/wordpool_EN.txt	JUICE	14	2	pyFR	2	TJ018_2
232.576	1.6	1058444	WORD	n/a	wordpools/wordpool_EN.txt	BAT	15	2	pyFR	2	TJ018_2
259.89	7.64	1085758	REC_START	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
267.53	40.481	1093398	REC_WORD	7.64	n/a	STOOL	-999	2	pyFR	2	TJ018_2
308.011	0.016	1133879	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
308.027	1.6	1133895	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	2	TJ018_2
310.853	1.6	1136722	WORD	n/a	wordpools/wordpool_EN.txt	GIRL	1	3	pyFR	2	TJ018_2
313.564	1.6	1139433	WORD	n/a	wordpools/wordpool_EN.txt	MUD	2	3	pyFR	2	TJ018_2
