name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
RAT1	17.0	7.0	-27.0	-999	RAT	R	strip	Limbic Lobe	Uncus	Brodmann area 28	Gray Matter	17.46	8.92042	-31.1702
RAT2	20.0	13.0	-34.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	20.3291	14.9188	-39.6583
RAT3	26.0	17.0	-41.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	25.9709	19.1303	-48.327
RAT4	35.0	16.0	-43.0	-999	RAT	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	35.5097	19.0084	-50.0584
RAT5	43.0	11.0	-42.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 38	Gray Matter	43.8553	13.0479	-49.1757
RAT6	52.0	5.0	-37.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	52.4113	7.38283	-43.9042
RAT7	59.0	0.0	-31.0	-999	RAT	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	59.5595	1.22654	-37.1628
RAT8	65.0	-7.0	-26.0	-999	RAT	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	66.1377	-5.34131	-31.8885
RST1	12.0	1.0	-18.0	-999	RST	R	strip	Limbic Lobe	Parahippocampal Gyrus	Brodmann area 34	Gray Matter	12.1944	1.9793	-21.2106
RST2	16.0	-4.0	-24.0	-999	RST	R	strip	Limbic Lobe	Uncus	Brodmann area 28	Gray Matter	16.3897	-2.71338	-28.8946
RST3	24.0	-8.0	-32.0	-999	RST	R	strip	Limbic Lobe	Uncus	Brodmann area 36	Gray Matter	23.9385	-6.53539	-38.0805
RST4	32.0	-11.0	-34.0	-999	RST	R	strip	Limbic Lobe	Uncus	Brodmann area 20	Gray Matter	32.2675	-9.65036	-41.4106
RST5	43.0	-10.0	-36.0	-999	RST	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 20	Gray Matter	43.7841	-8.86931	-43.1448
